model,folder,instance_id,source,system_messages,user_messages,assistant_messages,tool_messages,other_messages,other_roles,total_messages,api_calls,cost
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16032,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16032/django__django-16032.traj.json,1,1,114,113,1,"{""exit"": 1}",230,114,0.24835840199999984
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16082,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16082/django__django-16082.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.021253829999999998
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16100,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16100/django__django-16100.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.025119672000000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16116,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16116/django__django-16116.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.033020100000000004
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16136,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16136/django__django-16136.traj.json,1,1,26,25,1,"{""exit"": 1}",54,26,0.037185064000000004
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16139,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16139/django__django-16139.traj.json,1,1,23,22,1,"{""exit"": 1}",48,23,0.013034682000000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16145,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16145/django__django-16145.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.03479745000000001
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16255,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16255/django__django-16255.traj.json,1,1,20,19,1,"{""exit"": 1}",42,20,0.016173422
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16256,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16256/django__django-16256.traj.json,1,1,58,57,1,"{""exit"": 1}",118,58,0.04690862999999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16263,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16263/django__django-16263.traj.json,1,1,129,128,1,"{""exit"": 1}",260,129,0.2237321999999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16315,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16315/django__django-16315.traj.json,1,1,55,54,1,"{""exit"": 1}",112,55,0.04823349200000001
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16333,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16333/django__django-16333.traj.json,1,1,37,36,1,"{""exit"": 1}",76,37,0.029697524
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16429,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16429/django__django-16429.traj.json,1,1,23,22,1,"{""exit"": 1}",48,23,0.037352656
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16454,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16454/django__django-16454.traj.json,1,1,97,96,1,"{""exit"": 1}",196,97,0.09157532999999997
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16485,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16485/django__django-16485.traj.json,1,1,27,26,1,"{""exit"": 1}",56,27,0.019026360000000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16493,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16493/django__django-16493.traj.json,1,1,42,41,1,"{""exit"": 1}",86,42,0.03185673
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16502,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16502/django__django-16502.traj.json,1,1,49,48,1,"{""exit"": 1}",100,49,0.071613386
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16527,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16527/django__django-16527.traj.json,1,1,26,25,1,"{""exit"": 1}",54,26,0.023983984000000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16560,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16560/django__django-16560.traj.json,1,1,56,55,1,"{""exit"": 1}",114,56,0.08370577
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16569,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16569/django__django-16569.traj.json,1,1,15,14,1,"{""exit"": 1}",32,15,0.01279023
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16595,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16595/django__django-16595.traj.json,1,1,31,30,1,"{""exit"": 1}",64,31,0.025036330000000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16612,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16612/django__django-16612.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.027752517999999997
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16631,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16631/django__django-16631.traj.json,1,1,66,65,1,"{""exit"": 1}",134,66,0.08360742
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16642,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16642/django__django-16642.traj.json,1,1,33,32,1,"{""exit"": 1}",68,33,0.021754770000000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16661,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16661/django__django-16661.traj.json,1,1,37,36,1,"{""exit"": 1}",76,37,0.04771397
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16662,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16662/django__django-16662.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.02792613
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16667,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16667/django__django-16667.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.019581269999999998
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16801,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16801/django__django-16801.traj.json,1,1,29,28,1,"{""exit"": 1}",60,29,0.035814036
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16819,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16819/django__django-16819.traj.json,1,1,93,92,1,"{""exit"": 1}",188,93,0.15943709999999997
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16877,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16877/django__django-16877.traj.json,1,2,40,39,1,"{""exit"": 1}",83,41,0.025565138
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16899,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16899/django__django-16899.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.02261421
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16901,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16901/django__django-16901.traj.json,1,1,49,48,1,"{""exit"": 1}",100,49,0.04669574999999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16938,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16938/django__django-16938.traj.json,1,1,39,38,1,"{""exit"": 1}",80,39,0.042063450000000016
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-16950,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-16950/django__django-16950.traj.json,1,1,104,103,1,"{""exit"": 1}",210,104,0.150794062
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-17029,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-17029/django__django-17029.traj.json,1,1,28,27,1,"{""exit"": 1}",58,28,0.014276100000000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-17084,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-17084/django__django-17084.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.083903002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-17087,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-17087/django__django-17087.traj.json,1,1,40,39,1,"{""exit"": 1}",82,40,0.024081629999999996
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-7530,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-7530/django__django-7530.traj.json,1,1,28,27,1,"{""exit"": 1}",58,28,0.017670659999999998
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,django__django-9296,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/django__django-9296/django__django-9296.traj.json,1,1,15,14,1,"{""exit"": 1}",32,15,0.0095559
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-13989,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-13989/matplotlib__matplotlib-13989.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.06430868399999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-14623,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-14623/matplotlib__matplotlib-14623.traj.json,1,1,170,169,1,"{""exit"": 1}",342,170,0.3444049279999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-20488,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-20488/matplotlib__matplotlib-20488.traj.json,1,1,132,131,1,"{""exit"": 1}",266,132,0.25427256000000004
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-20676,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-20676/matplotlib__matplotlib-20676.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.065107594
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-20826,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-20826/matplotlib__matplotlib-20826.traj.json,1,1,137,136,1,"{""exit"": 1}",276,137,0.235913274
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-20859,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-20859/matplotlib__matplotlib-20859.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.02363145
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-21568,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-21568/matplotlib__matplotlib-21568.traj.json,1,1,73,72,1,"{""exit"": 1}",148,73,0.105417972
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-22719,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-22719/matplotlib__matplotlib-22719.traj.json,1,1,30,29,1,"{""exit"": 1}",62,30,0.027999138
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-22865,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-22865/matplotlib__matplotlib-22865.traj.json,1,1,71,70,1,"{""exit"": 1}",144,71,0.13963484000000007
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-22871,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-22871/matplotlib__matplotlib-22871.traj.json,1,1,44,43,1,"{""exit"": 1}",90,44,0.067060108
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-23299,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-23299/matplotlib__matplotlib-23299.traj.json,1,1,76,75,1,"{""exit"": 1}",154,76,0.06816845999999997
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-23314,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-23314/matplotlib__matplotlib-23314.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.03413269399999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-23412,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-23412/matplotlib__matplotlib-23412.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.07679215800000001
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-23476,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-23476/matplotlib__matplotlib-23476.traj.json,1,1,132,131,1,"{""exit"": 1}",266,132,0.15896607
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24026,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24026/matplotlib__matplotlib-24026.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.10065410799999998
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24149,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24149/matplotlib__matplotlib-24149.traj.json,1,1,36,35,1,"{""exit"": 1}",74,36,0.031114978
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24177,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24177/matplotlib__matplotlib-24177.traj.json,1,1,62,61,1,"{""exit"": 1}",126,62,0.07763559
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24570,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24570/matplotlib__matplotlib-24570.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.041888628000000004
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24627,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24627/matplotlib__matplotlib-24627.traj.json,1,1,84,83,1,"{""exit"": 1}",170,84,0.13472896400000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24637,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24637/matplotlib__matplotlib-24637.traj.json,1,1,76,75,1,"{""exit"": 1}",154,76,0.05590005000000001
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24870,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24870/matplotlib__matplotlib-24870.traj.json,1,1,61,60,1,"{""exit"": 1}",124,61,0.073374278
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-24970,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-24970/matplotlib__matplotlib-24970.traj.json,1,1,54,53,1,"{""exit"": 1}",110,54,0.031146990000000006
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25122,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25122/matplotlib__matplotlib-25122.traj.json,1,1,39,38,1,"{""exit"": 1}",80,39,0.035148495999999994
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25287,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25287/matplotlib__matplotlib-25287.traj.json,1,1,67,66,1,"{""exit"": 1}",136,67,0.04100592
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25311,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25311/matplotlib__matplotlib-25311.traj.json,1,1,117,116,1,"{""exit"": 1}",236,117,0.14089716
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25332,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25332/matplotlib__matplotlib-25332.traj.json,1,1,72,71,1,"{""exit"": 1}",146,72,0.05895735
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25479,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25479/matplotlib__matplotlib-25479.traj.json,1,1,68,67,1,"{""exit"": 1}",138,68,0.08303430400000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25775,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25775/matplotlib__matplotlib-25775.traj.json,1,1,130,129,1,"{""exit"": 1}",262,130,0.14700444
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-25960,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-25960/matplotlib__matplotlib-25960.traj.json,1,1,68,67,1,"{""exit"": 1}",138,68,0.06035975999999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-26113,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-26113/matplotlib__matplotlib-26113.traj.json,1,1,36,35,1,"{""exit"": 1}",74,36,0.07279138000000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-26208,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-26208/matplotlib__matplotlib-26208.traj.json,1,1,169,168,1,"{""exit"": 1}",340,169,0.3168593099999999
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-26291,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-26291/matplotlib__matplotlib-26291.traj.json,1,1,64,63,1,"{""exit"": 1}",130,64,0.066177262
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-26342,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-26342/matplotlib__matplotlib-26342.traj.json,1,1,51,50,1,"{""exit"": 1}",104,51,0.041850269999999995
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,matplotlib__matplotlib-26466,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/matplotlib__matplotlib-26466/matplotlib__matplotlib-26466.traj.json,1,1,60,59,1,"{""exit"": 1}",122,60,0.07447415999999998
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,mwaskom__seaborn-3069,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/mwaskom__seaborn-3069/mwaskom__seaborn-3069.traj.json,1,1,128,127,1,"{""exit"": 1}",258,128,0.20305215
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,mwaskom__seaborn-3187,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/mwaskom__seaborn-3187/mwaskom__seaborn-3187.traj.json,1,1,71,70,1,"{""exit"": 1}",144,71,0.054226619999999996
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,pallets__flask-5014,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/pallets__flask-5014/pallets__flask-5014.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.028183954
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-1142,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-1142/psf__requests-1142.traj.json,1,1,38,37,1,"{""exit"": 1}",78,38,0.043506218
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-1724,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-1724/psf__requests-1724.traj.json,1,1,46,45,1,"{""exit"": 1}",94,46,0.02968947
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-1766,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-1766/psf__requests-1766.traj.json,1,1,23,22,1,"{""exit"": 1}",48,23,0.01133622
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-1921,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-1921/psf__requests-1921.traj.json,1,1,20,19,1,"{""exit"": 1}",42,20,0.0144804
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-2317,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-2317/psf__requests-2317.traj.json,1,1,36,35,1,"{""exit"": 1}",74,36,0.023286814000000003
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-2931,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-2931/psf__requests-2931.traj.json,1,1,43,42,1,"{""exit"": 1}",88,43,0.03534018
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-5414,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-5414/psf__requests-5414.traj.json,1,1,34,33,1,"{""exit"": 1}",70,34,0.020969790000000002
MiniMax M2.5 high reasoning,20260217_mini-v2.0.0_minimax-2-5-high,psf__requests-6028,https://swe-bench-submissions.s3.amazonaws.com/bash-only/20260217_mini-v2.0.0_minimax-2-5-high/trajs/psf__requests-6028/psf__requests-6028.traj.json,1,1,89,88,1,"{""exit"": 1}",180,89,0.08075361800000001
